year,month,day,hour,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,PM2.5,PM10
2013,6,9,17,3,31,300,41,17.9,1007.8,15.5,0,2.5,6,6
2013,6,9,18,3,37,400,34,17.9,1008.2,15.3,0.1,1.6,8,8
2013,6,9,19,3,33,400,37,18,1008,14.5,0,1.7,10,10
2013,6,9,20,3,36,400,31,17.9,1009.1,15.7,0,0.6,8,8
2013,6,9,21,3,51,500,17,17.6,1009.2,16.3,0,1.4,3,8
2013,6,9,22,3,70,800,2,17,1009.1,16.4,0.2,1.2,21,24
2013,6,9,23,3,61,700,2,16.8,1009,16.3,0.2,1.5,7,16
2013,6,10,0,3,57,800,2,16.7,1009,16.4,0.2,0.7,8,9
2013,6,10,1,3,54,1000,2,16.5,1009.1,16.2,0,0,31,10
2013,6,10,2,3,51,1000,2,16.6,1009.4,16.3,0.1,0.8,20,5
2013,6,10,3,3,53,NA,NA,16.2,1009.5,15.9,0,0,20,3
2013,6,10,4,3,53,1100,6,16.1,1009.7,15.9,0,0,8,9
2013,6,10,5,3,48,1200,2,16.5,1010.1,16.3,0,0,12,15
2013,6,10,6,3,44,1200,2,16.7,1009.9,16.5,0,2.1,13,19
2013,6,10,7,3,43,1500,2,17.4,1010.4,17.1,0,0,15,29
2013,6,10,8,3,54,1500,2,19,1010.5,17.7,0,0.5,39,53
2013,6,10,9,3,64,1100,4,20.6,1010,17.2,0,0.4,44,53
2013,6,10,10,4,91,1100,18,22.5,1009.6,17,0,0.8,45,45
2013,6,10,11,8,52,700,64,24.4,1009,13,0,1.9,23,23
2013,6,10,12,9,40,600,84,25,1008.6,12.2,0,2.2,39,39
2013,6,10,13,7,30,500,87,25.6,1008,12.1,0,2.7,30,30
2013,6,10,14,6,22,400,98,25.8,1007.3,11.5,0,1.2,27,6
2013,6,10,15,5,14,400,105,25.4,1006.9,10,0,1.5,8,8
2013,6,10,16,4,14,300,104,25,1006.9,8.9,0,2,3,3
2013,6,10,17,4,26,300,95,24.3,1006.8,9.5,0,1.1,3,6
2013,6,10,18,3,26,300,95,23.2,1006.8,13.9,0,1.5,15,6
2013,6,10,19,3,40,400,96,22.3,1007.2,13.4,0,1.1,24,149
2013,6,10,20,3,43,500,83,21.2,1007.5,13.9,0,0.9,27,51
2013,6,10,21,3,52,600,64,20.7,1007.5,14.6,0,0.6,32,39
2013,6,10,22,3,60,600,47,19.9,1007,15.3,0,0.7,35,43
2013,6,10,23,3,62,600,37,18.8,1006.6,16.8,0,0,33,41
2013,6,11,0,3,63,600,28,18.2,1006.2,16.7,0,0,20,34
2013,6,11,1,3,50,500,33,17.7,1005.8,16.2,0,0,34,35
2013,6,11,2,3,57,600,24,17.6,1005.5,16.5,0,0.8,35,38
2013,6,11,3,4,67,600,12,17.4,1005.2,16.1,0,0,41,46
2013,6,11,4,3,70,700,5,17.7,1005.5,15.9,0,0.4,45,62
2013,6,11,5,4,72,800,2,17.7,1005.4,16.2,0,0,50,76
2013,6,11,6,6,65,800,4,18.9,1005.4,16.9,0,0,64,65
2013,6,11,7,8,64,800,8,19.7,1005.5,16.7,0,1.8,65,76
2013,6,11,8,9,72,900,10,21.6,1004.9,16.3,0,1.4,78,111
2013,6,11,9,10,72,900,23,22.6,1004.9,16.8,0,1.2,81,81
2013,6,11,10,13,46,700,59,23.9,1004.6,16.9,0,1.4,80,110
2013,6,11,11,14,40,700,95,24.6,1004.1,15,0,2.3,85,94
2013,6,11,12,12,60,800,109,25,1003.5,15.6,0,2.5,79,107
2013,6,11,13,12,53,800,141,25.9,1002.9,15.3,0,4.2,96,114
2013,6,11,14,10,29,700,168,24.8,1002.4,14.6,0,2.4,132,114
2013,6,11,15,8,22,600,172,19.6,1003.6,17.6,7,0.8,97,59
2013,6,11,16,3,18,600,143,18.9,1001.3,13.1,3,3.3,85,109
2013,6,11,17,3,34,600,96,23.3,1001.5,12.3,0.1,1.1,57,109
2013,6,11,18,3,35,500,73,22.2,1002.7,11.3,0,1.9,20,20
2013,6,11,19,3,42,500,66,21.2,1003,12.3,0,1.1,18,18
2013,6,11,20,3,38,600,81,20.1,1004.6,13.8,0,1.5,32,47
2013,6,11,21,3,49,800,76,19.8,1005.1,11.3,0.1,2.6,52,59
2013,6,11,22,3,48,900,65,17.8,1005.6,11.4,0,1.1,52,66
2013,6,11,23,3,17,500,74,16.9,1005.5,12.8,0,0.8,14,44
2013,6,12,0,3,26,500,46,16.5,1005.1,14.3,0,2.1,19,20
2013,6,12,1,3,48,600,29,16.7,1004.8,13.6,0,1.6,17,21
2013,6,12,2,3,44,600,42,16.1,1004.7,13.6,0,0.9,22,22
2013,6,12,3,3,38,600,42,14.9,1004.4,13.4,0,0.4,19,19
2013,6,12,4,3,26,500,56,14.6,1004.5,13.5,0,0,26,NA
2013,6,12,5,3,26,700,48,15.5,1004.6,14.4,0,0,17,31
2013,6,12,6,4,33,900,42,18.9,1004.9,14.6,0,2.3,34,46
2013,6,12,7,9,39,1100,38,20.5,1005,13.9,0,2.3,67,47
2013,6,12,8,16,40,1100,48,21.7,1004.9,13.8,0,1.9,61,44
2013,6,12,9,22,32,1000,75,22.9,1004.6,15.2,0,1.6,56,40
2013,6,12,10,24,30,1000,91,23.5,1004.5,13.4,0,1.9,45,62
2013,6,12,11,21,26,1000,113,24.3,1004.1,13.8,0,2.5,59,80
2013,6,12,12,22,18,900,136,25.2,1003.5,14.6,0,1.7,67,81
2013,6,12,13,21,9,700,153,25.8,1002.9,14.6,0,1.6,54,56
2013,6,12,14,25,16,900,173,26.3,1002.5,14.4,0,1.9,57,65
2013,6,12,15,28,14,1300,189,26.4,1002.3,14.5,0,2.6,84,65
2013,6,12,16,33,14,1500,208,26.5,1002,14.6,0,2.4,71,82
2013,6,12,17,31,20,1500,209,26.2,1002,14,0,1.4,82,83
2013,6,12,18,26,24,1200,201,25.6,1002.2,14.4,0,1.7,91,83
2013,6,12,19,21,27,1000,203,24,1002.9,15,0,0.7,78,84
2013,6,12,20,19,25,1100,194,24,1003.8,14.7,0,2.1,80,81
2013,6,12,21,16,42,1200,155,22.9,1004.3,14.2,0,2.4,108,82
2013,6,12,22,21,44,1200,115,22,1004.3,13.6,0,2.8,97,102
2013,6,12,23,26,31,800,141,20.4,1004.6,14.1,0,1,103,103
2013,6,13,0,23,24,600,131,19,1004.4,15.5,0,1.1,91,55
2013,6,13,1,22,22,700,118,19.3,1004.3,15,0,1,85,72
2013,6,13,2,19,40,800,77,18.5,1004,15.6,0,0.9,79,82
2013,6,13,3,19,36,900,60,17.9,1004.1,15.5,0,0.7,112,82
2013,6,13,4,19,59,900,41,17.5,1004.3,15.5,0,0.9,112,63
2013,6,13,5,19,52,1000,36,18.9,1004.8,15.2,0,0.7,102,59
2013,6,13,6,22,50,1300,33,20.3,1005.2,15.3,0,1.5,105,73
2013,6,13,7,40,50,1700,38,21.5,1005.5,15.6,0,2.6,89,92
2013,6,13,8,64,44,2000,48,22.8,1005.5,16.3,0,2.1,109,126
2013,6,13,9,80,46,2200,58,23.9,1005.2,16.7,0,1.3,121,134
2013,6,13,10,78,41,2100,75,25.7,1005.5,16,0,0.9,127,150
2013,6,13,11,73,40,2299,94,26.9,1005.2,15.6,0,2.2,128,184
2013,6,13,12,60,41,2700,114,28.3,1004.8,16.2,0,1.3,NA,184
2013,6,13,13,50,58,2500,189,29.4,1004.1,16.6,0,2.4,3,191
2013,6,13,14,51,43,2200,275,29.8,1003.7,16.6,0,2.7,3,182
2013,6,13,15,43,38,1899,293,30.7,1003.2,13,0,2.6,3,161
2013,6,13,16,36,32,1600,286,30.6,1002.6,12.5,0,3.3,NA,61
2013,6,13,17,23,32,1100,245,30.5,1002.5,13.7,0,1.6,NA,32
2013,6,13,18,28,40,1100,258,29.6,1002.6,14.6,0,1.4,NA,32
2013,6,13,19,29,50,1200,248,26.2,1003,16.4,0,0,NA,129
2013,6,13,20,27,73,1200,221,26.9,1003.7,14,0,1.2,227,122
2013,6,13,21,23,99,1399,152,27.1,1004.3,9.9,0,1.3,NA,137
2013,6,13,22,22,82,1100,144,26.4,1004.4,8.8,0,1.4,NA,138
2013,6,13,23,19,53,1000,148,25,1004.5,8.5,0,2.4,99,58
2013,6,14,0,19,59,1100,132,23.8,1004.2,9.4,0,0.8,NA,87
2013,6,14,1,19,68,1100,107,22,1003.8,9.5,0,0.8,NA,88
2013,6,14,2,19,57,800,104,23.3,1004.3,8.6,0,1.2,NA,95
2013,6,14,3,29,52,NA,NA,23.2,1004.5,9.2,0,1.5,NA,105
2013,6,14,4,29,52,700,91,22.8,1004.9,9.9,0,1.2,NA,105
2013,6,14,5,31,51,700,85,23,1005.1,10.4,0,1.7,NA,122
2013,6,14,6,36,58,800,78,23.5,1005.4,11.2,0,1.9,NA,122
2013,6,14,7,42,58,800,81,24.6,1005.6,11.5,0,1.6,NA,136
2013,6,14,8,44,69,900,74,25.8,1005.7,12.3,0,1.8,NA,142
2013,6,14,9,49,55,1000,99,26.9,1005.7,12.5,0,1.6,NA,142
2013,6,14,10,53,50,1100,127,27.9,1005.4,13.4,0,2.9,NA,191
2013,6,14,11,64,51,1600,168,29.5,1004.8,13.3,0,2.6,NA,191
2013,6,14,12,45,NA,1300,219,30.3,1004.1,13.1,0,2.6,109,187
2013,6,14,13,43,37,1300,265,31,1003.6,11.4,0,3.7,144,157
2013,6,14,14,35,30,1200,269,31.2,1003.1,12.5,0,2.9,123,135
2013,6,14,15,31,28,1100,264,31.3,1002.6,13.1,0,2.9,117,135
2013,6,14,16,32,32,1100,277,30.9,1001.7,14.1,0,1.9,131,162
2013,6,14,17,29,36,1100,277,30.2,1001.6,14.3,0,1.7,137,160
2013,6,14,18,23,36,1100,273,29.7,1002.2,13.5,0,2.1,131,142
2013,6,14,19,20,52,1200,240,28.7,1002.9,12.6,0,3.3,129,153
2013,6,14,20,18,70,1300,196,27.3,1003.5,12.9,0,1.7,137,145
2013,6,14,21,32,57,1399,199,26,1003.8,12.8,0,2.5,119,133
2013,6,14,22,42,60,1100,180,25.1,1004.1,12,0,1.5,111,134
2013,6,14,23,39,69,1100,137,23.1,1003.7,13,0,1.2,107,133
2013,6,15,0,34,77,1100,97,22.5,1003.5,12.7,0,1,95,123
2013,6,15,1,36,86,1200,67,21.6,1003.9,13.2,0,1.2,93,108
2013,6,15,2,38,104,1399,36,20.8,1003.4,12.5,0,1.8,91,122
2013,6,15,3,29,120,1300,6,20.1,1003.8,12.6,0,0.8,87,137
2013,6,15,4,23,113,1100,2,18.9,1004.4,13.3,0,0.5,73,95
2013,6,15,5,20,106,1000,2,19.1,1004.4,14.4,0,0.7,60,104
2013,6,15,6,23,96,1000,6,21.3,1004.7,15.2,0,0.9,64,116
2013,6,15,7,32,86,1200,16,22.6,1004.9,14.2,0,1.2,77,114
2013,6,15,8,36,79,1200,26,23.9,1004.7,14.6,0,1.1,93,139
2013,6,15,9,48,73,1500,44,25.1,1004.3,14.2,0,1.3,114,144
2013,6,15,10,60,65,1700,74,26.4,1004.2,14.5,0,2.4,120,157
2013,6,15,11,73,61,2100,109,27.4,1003.7,14.8,0,1.9,141,173
2013,6,15,12,76,53,2200,155,28.5,1002.7,15.8,0,1.7,146,192
2013,6,15,13,75,55,2399,186,30,1002.2,14.5,0,2,162,204
2013,6,15,14,72,59,2399,225,30.9,1001.8,14.5,0,2.2,168,210
2013,6,15,15,68,62,2200,278,31.7,1001.2,15.2,0,1.6,179,218
2013,6,15,16,51,48,1500,310,31.4,1000.8,15.4,0,2,159,188
2013,6,15,17,43,40,1399,299,31,1001.1,15.8,0,1.3,148,178
2013,6,15,18,35,42,1300,286,30.1,1001.4,16.9,0,1.3,156,181
2013,6,15,19,34,48,1500,274,28.3,1001.7,18.4,0,1.8,178,227
2013,6,15,20,35,60,2000,242,28.2,1002.1,16.5,0,2.1,203,251
2013,6,15,21,42,60,2200,204,27.3,1002.3,15.3,0,2.1,216,251
2013,6,15,22,56,63,1800,178,25.8,1002.1,16.1,0,1.5,171,131
2013,6,15,23,68,58,1500,166,25,1001.9,15.6,0,1.3,150,135
2013,6,16,0,63,60,1399,138,24,1001.6,15.2,0,1.1,131,137
2013,6,16,1,40,74,1200,104,23.3,1001.1,15.6,0,1.3,133,137
2013,6,16,2,39,88,1300,80,22.7,1000.9,15.8,0,1,132,137
2013,6,16,3,34,91,1300,65,22.4,1000.9,16,0,0.8,127,137
2013,6,16,4,31,103,1200,45,22.5,1000.5,16.5,0,1.2,125,130
2013,6,16,5,29,103,1200,33,22.7,1000.8,17.8,0,1.6,134,151
2013,6,16,6,27,104,1300,33,23.1,1000.5,17.8,0,1.8,139,178
2013,6,16,7,28,78,1500,47,23.4,1000.1,18.5,0,2,155,189
2013,6,16,8,37,62,1800,53,23.6,999.9,19.1,0,1.2,159,171
2013,6,16,9,44,60,2100,49,23.6,999.8,19.1,0,1.4,166,186
2013,6,16,10,46,67,2600,44,23.7,999.7,20,0,1,154,176
2013,6,16,11,54,70,2700,44,23.1,999.1,20.8,0.2,0.9,161,184
2013,6,16,12,42,75,3100,37,23,999.6,21.1,0.4,0,197,216
2013,6,16,13,38,86,3500,26,21.8,998.1,20.8,0.9,1.2,180,184
2013,6,16,14,24,99,3500,16,22,998.1,20.8,0,1.6,204,184
2013,6,16,15,19,101,3100,13,22,997.9,20.8,0,1.2,197,137
2013,6,16,16,20,113,2899,10,21.8,997.8,20.4,0,1.9,191,135
2013,6,16,17,24,94,2799,23,21.9,998.1,20.5,0,1.5,200,120
2013,6,16,18,32,73,2700,43,22,998.6,20.1,0,1.5,204,139
2013,6,16,19,30,66,2500,45,22.2,999,20.1,0,2.3,198,148
2013,6,16,20,28,64,2500,38,22.2,999.8,20.1,0,2.1,203,142
2013,6,16,21,30,54,2200,60,21.8,999.6,20.4,0.1,1,205,119
2013,6,16,22,23,55,1899,52,22,999.6,20.5,0,1.5,195,143
2013,6,16,23,19,46,1700,52,22.1,999.5,19.8,0,1.6,193,106
2013,6,17,0,17,28,1600,67,21.9,999.3,18.9,0,2.3,165,73
2013,6,17,1,12,25,1300,69,21.9,998.8,18.1,0,1.6,106,16
2013,6,17,2,7,21,900,77,21.8,999.2,18,0,1,43,43
2013,6,17,3,5,20,700,74,21.4,998.7,18.4,0,1.2,23,23
2013,6,17,4,6,29,800,57,21.1,999.1,18.1,0,0.9,38,3
2013,6,17,5,5,19,600,68,21.3,999.4,17.3,0,1.2,22,22
2013,6,17,6,4,21,600,63,21.9,999,17.7,0,1.1,12,12
2013,6,17,7,4,33,500,52,24.1,998.8,16.9,0,1.9,9,9
2013,6,17,8,6,34,600,56,25.8,999,16.1,0,2.1,10,10
2013,6,17,9,7,37,600,64,26.7,998.7,14.8,0,3,10,22
2013,6,17,10,6,24,500,88,27.5,998.3,15.5,0,1.4,11,23
2013,6,17,11,5,23,500,103,28.1,998.5,14.3,0,1.1,NA,6
2013,6,17,12,6,24,600,118,28.6,997.4,15.2,0,1,13,26
2013,6,17,13,6,26,600,125,29.1,997.3,14.1,0,1.6,22,27
2013,6,17,14,6,21,700,161,30.3,996.6,15.2,0,1.7,7,10
2013,6,17,15,7,22,800,186,30.3,996.1,14.4,0,2,14,25
2013,6,17,16,10,34,800,202,29.7,995.8,13.5,0,1.5,49,26
2013,6,17,17,9,32,800,180,29.4,995.7,13.6,0,1.3,44,44
2013,6,17,18,9,37,800,170,28.6,995.7,15.5,0,1.6,39,61
2013,6,17,19,9,47,900,160,27.4,996.1,15.4,0,1,43,80
2013,6,17,20,9,47,900,160,26.7,996.2,15.1,0,2,42,80
2013,6,17,21,9,72,1100,104,26.1,995.8,15.2,0,1.2,51,71
2013,6,17,22,9,79,1200,84,26,996,14.1,0,1,56,71
2013,6,17,23,9,79,1100,78,25,995.4,15.6,0,0.6,45,31
2013,6,18,0,9,78,1100,70,24,995.5,17,0,1.1,52,80
2013,6,18,1,14,85,1000,56,23.3,995,16.8,0,0,56,58
2013,6,18,2,14,90,1000,40,23,994.8,17.7,0,1,53,61
2013,6,18,3,10,84,NA,NA,22.4,994.4,18,0,0,45,62
2013,6,18,4,7,85,800,33,22.2,994.6,19.2,0,0,46,92
2013,6,18,5,7,114,1000,6,23,994.5,19.8,0,0,36,44
2013,6,18,6,8,116,1200,3,27,994.5,18.8,0,0.7,53,96
2013,6,18,7,11,112,1100,17,27.7,994.2,18.1,0,1.7,60,97
2013,6,18,8,11,116,1200,38,29.3,993.9,13.9,0,1.1,52,53
2013,6,18,9,13,104,1100,60,30.3,993.8,14,0,2.6,53,53
2013,6,18,10,13,104,NA,98.3178,30.9,993.6,12.8,0,3.8,54,46
2013,6,18,11,6.8544,46.8084,NA,107.3142,31.3,993,14.4,0,2,29,40
2013,6,18,12,3.9984,27.9208,NA,148.869,32.4,992.1,14.1,0,2.3,25,33
2013,6,18,13,5.712,26.0731,NA,183.3552,32.4,991.2,14.1,0,3.8,28,44
2013,6,18,14,5.9976,23.1989,NA,177.1434,32.3,991,13.5,0,3.4,44,48
2013,6,18,15,5.1408,23.6095,NA,172.431,32.7,990.8,12.3,0,2.9,45,33
2013,6,18,16,NA,24.8413,NA,162.5778,32.1,991.1,13.3,0,3.4,113,257
2013,6,18,17,NA,NA,NA,159.7932,30.9,991.8,13.7,0,2.6,NA,NA
2013,6,18,18,9,39,900,176,30.4,992.7,13.2,0,1.5,21,78
2013,6,18,19,12,49,1100,164,28.7,993.8,14.9,0,1.1,34,50
2013,6,18,20,11,59,1200,138,27.6,994.6,14.9,0,0.1,40,58
2013,6,18,21,11,72,1399,106,27.3,995.6,16,0,1.4,40,80
2013,6,18,22,12,82,1399,70,25.4,996.5,17.6,0,3.9,52,136
2013,6,18,23,18,98,1600,41,24.4,997.3,17.1,0,2.2,68,203
2013,6,19,0,31,34,2000,87,23.9,997.8,16.7,0,1.9,92,224
2013,6,19,1,21,32,2000,94,23.4,998,17.2,0,0.5,81,224
2013,6,19,2,18,33,1800,90,22.6,998.3,17.9,0,0,63,52
2013,6,19,3,14,39,1700,70,22.1,998.2,19.1,0,0,63,72
2013,6,19,4,14,40,NA,50.1228,22,998.6,19.2,0,0,64,72
2013,6,19,5,13,38,1800,50,22.7,998.8,20.2,0,0,77,86
2013,6,19,6,13,50,1899,32,25.9,999.3,19.3,0,0.8,80,106
2013,6,19,7,17,52,1899,36,27.4,999.6,20,0,1.1,90,124
2013,6,19,8,24,58,2100,52,28.3,999.4,18.1,0,1.8,114,152
2013,6,19,9,21,44,1700,90,30.2,999.6,16.2,0,2,96,152
2013,6,19,10,12,31,1300,110,32.1,999.2,11.8,0,1.9,59,27
2013,6,19,11,14,23,1100,128,32.9,999.1,12,0,3.1,47,47
2013,6,19,12,12,11,800,139,33.3,998.5,12.3,0,2.1,19,19
2013,6,19,13,9,10,800,158,33.6,998,10.9,0,2.1,12,16
2013,6,19,14,8,11,800,165,34.9,997.7,9.3,0,1.7,14,17
2013,6,19,15,6,11,700,165,35.4,997.2,8.3,0,1.7,12,12
2013,6,19,16,10,13,800,170,35.3,997.1,9.7,0,1,15,15
2013,6,19,17,4,18,700,176,35.1,997.4,9.5,0,1.2,12,36
2013,6,19,18,6,30,900,196,32.9,998,13,0,2.3,18,51
2013,6,19,19,8,41,1000,232,32,998.1,12.8,0,1.6,35,144
2013,6,19,20,8,42,1100,236,30.2,998.8,12.6,0,0.8,55,67
2013,6,19,21,9,57,1200,191,29.1,999,13.7,0,1.1,40,65
2013,6,19,22,10,82,1399,131,27.5,999.5,15.8,0,0,51,112
2013,6,19,23,12,90,1399,98,27.1,999.6,16.4,0,0,54,114
2013,6,20,0,12,97,1500,66,26.7,999.7,17.2,0,0.7,58,105
2013,6,20,1,13,103,1500,48,26.1,999.8,17.2,0,1,57,134
2013,6,20,2,13,130,1600,15,26.3,1000.6,17.1,0,1.3,62,154
2013,6,20,3,13,130,1600,15,25.6,1000.7,17.8,0,1.5,62,154
2013,6,20,4,24,114,1899,3,25.2,1001.3,18.4,0,0.5,101,215
2013,6,20,5,29,94,2100,4,25,1001.6,19.1,0,0,120,196
2013,6,20,6,30,90,2299,8,25.7,1002.4,16.8,0,2.1,127,185
2013,6,20,7,27,87,2299,11,26,1003,17.1,0,1.5,116,169
2013,6,20,8,17,73,1300,13,26.5,1003.6,17.6,0,0.6,62,170
2013,6,20,9,13,60,1100,25,27.5,1003.5,17.4,0,1.3,35,74
2013,6,20,10,105,73,1600,19,29.8,1003.7,16.6,0,1.8,36,105
2013,6,20,11,14,74,1200,NA,30.2,1003.5,16.6,0,0.9,36,105
2013,6,20,12,15,59,NA,NA,30.3,1003.5,16.3,0,0.6,21,46
2013,6,20,13,13,34,500,95,30.8,1003.4,15.6,0,1.2,27,32
2013,6,20,14,12,28,600,100,31,1003.3,14.2,0,2,24,33
2013,6,20,15,12,27,600,122,29.9,1003.8,16.3,0,1.3,24,39
2013,6,20,16,16,36,900,155,29.5,1003.8,16.7,0,2,44,72
2013,6,20,17,30,42,1500,178,28.8,1003.9,18.6,0,1.8,58,101
2013,6,20,18,64,59,2899,200,27.9,1004,16.8,0,1.3,117,186
2013,6,20,19,66,81,3200,156,27.1,1004.6,16.4,0,0.8,139,198
2013,6,20,20,65,129,3799,68,26.7,1005.1,16.9,0,1,230,284
2013,6,20,21,70,100,3299,72,26.7,1005.3,17.7,0,1.7,198,233
2013,6,20,22,70,100,3299,72,26.6,1005.7,17.7,0,0.7,142,233
2013,6,20,23,48,76,2700,64,25.7,1005.5,18.1,0,1,132,161
2013,6,21,0,36,84,2299,44,25,1005.6,18.2,0,0.4,107,123
2013,6,21,1,32,113,2399,12,24.4,1005.3,18.6,0,0,110,140
2013,6,21,2,34,132,2700,2,24.1,1005.5,19,0,0.6,127,182
2013,6,21,3,30,130,2799,2,22.9,1005.4,20.1,0,0,136,201
2013,6,21,4,28,125,2899,2,22.7,1005.6,20.2,0,0,147,219
2013,6,21,5,19,98,1899,2,23.9,1005.9,19.8,0,1.2,123,137
2013,6,21,6,13,72,1000,8,25.3,1006.2,19.4,0,0.4,64,68
2013,6,21,7,14,66,900,15,26.1,1006.3,19.7,0,1.8,48,64
2013,6,21,8,14,78,1000,20,27.7,1006.4,17.8,0,0.9,48,72
2013,6,21,9,20,100,1399,38,29.1,1006,17.3,0,0.6,103,159
2013,6,21,10,20,97,1300,70,29.9,1005.9,17,0,1.2,110,147
2013,6,21,11,20,97,1300,70,30.8,1005.6,15.6,0,2.4,110,147
2013,6,21,12,18,78,1200,105,31.7,1005.2,15.6,0,3,85,120
2013,6,21,13,9,34,600,167,30,1004.8,16.1,0,4.3,32,45
2013,6,21,14,7,23,500,156,28.7,1004.5,17.6,0,4,32,38
2013,6,21,15,7,29,600,154,27.8,1004.5,17.3,0,2.3,44,61
2013,6,21,16,10,34,800,156,27.3,1004.4,17.8,0,3,62,79
2013,6,21,17,10,42,800,135,26.8,1004.2,17,0,3.4,65,88
2013,6,21,18,10,42,800,135,26.2,1004.3,16.7,0,2.2,65,88
2013,6,21,19,8,50,800,95,26,1004.2,15.7,0,3,57,67
2013,6,21,20,7,50,700,80,25.9,1004.5,14.4,0,2.9,45,49
2013,6,21,21,6,44,600,84,25.7,1004.7,13.9,0,2.9,28,36
2013,6,21,22,5,36,500,94,25.2,1005,14.6,0,4.4,20,26
2013,6,21,23,4,32,500,95,24.4,1005,15.1,0,3.1,21,29
2013,6,22,0,5,28,500,101,23.9,1005.2,15.4,0,1.6,36,37
2013,6,22,1,7,26,500,110,23.3,1004.4,15.9,0,1.4,34,38
2013,6,22,2,7,28,500,93,23.1,1004.3,15.9,0,1.4,32,27
2013,6,22,3,6,41,NA,NA,22.9,1004.4,16,0,1.2,32,36
2013,6,22,4,5,41,600,31,22.5,1004.6,17,0,1.6,35,50
2013,6,22,5,7,38,600,67,21.8,1005.1,19.4,0.2,1.2,54,69
2013,6,22,6,7,43,700,59,21.5,1005.4,20.1,0.5,0,74,70
2013,6,22,7,6,50,800,36,21.6,1005.7,20.6,0.9,1.2,94,79
2013,6,22,8,6,57,900,25,21.2,1005.7,19.8,0.9,0.9,108,76
2013,6,22,9,4,68,900,21,20.8,1005.5,19.5,0.6,2,83,56
2013,6,22,10,4,79,900,14,21,1005.5,20.2,1.2,2.2,65,48
2013,6,22,11,4,68,900,23,20.8,1005.1,19.6,1.5,2.6,63,44
2013,6,22,12,3,43,700,49,21.1,1004.6,19.2,0.3,1.4,51,30
2013,6,22,13,3,30,700,59,21.7,1003.8,20.2,0,1.3,35,20
2013,6,22,14,3,30,700,59,22,1003.5,19.7,0,1.4,35,24
2013,6,22,15,3,33,700,44,22.5,1003.4,20,0,0.7,39,39
2013,6,22,16,3,41,800,36,22.6,1003.1,20.1,0,1.6,NA,NA
2013,6,22,17,3,41,800,36,22.3,1002.9,19.3,0,1.1,44,45
2013,6,22,18,4,47,700,46,21.1,1003.1,18.8,0,0.9,44,45
2013,6,22,19,4,71,800,27,20.8,1003,18.6,0,1,47,50
2013,6,22,20,4,55,700,40,20.8,1003.8,18.6,0,0,39,51
2013,6,22,21,4,37,600,59,20.6,1003.9,18.5,0,0,31,27
2013,6,22,22,4,37,700,55,20.7,1003.5,19,0,0,32,25
2013,6,22,23,6,48,900,36,20.6,1003.4,19.1,0,0,39,35
2013,6,23,0,9,68,1200,16,20.6,1002.9,19.1,0,0,52,47
2013,6,23,1,22,55,1800,35,20.4,1002.6,19.1,0,0,76,62
2013,6,23,2,18,39,1700,47,20.5,1002,19,0,0,85,55
2013,6,23,3,16,42,1700,44,20.3,1001.9,19.3,0,0,84,52
2013,6,23,4,12,47,1600,37,20.2,1001.5,19.2,0,0,86,52
2013,6,23,5,11,82,1800,2,20.6,1001.2,19.4,0,1,86,61
2013,6,23,6,14,79,2000,9,22.6,1001.4,19.2,0,0.1,102,74
2013,6,23,7,20,72,2100,10,24.4,1001.2,19.2,0,0.7,118,90
2013,6,23,8,19,72,1899,26,25.8,1001,19.4,0,1.3,108,79
2013,6,23,9,14,60,1200,48,26.5,1000.6,17,0,1.7,80,54
2013,6,23,10,12,52,1000,74,27.8,1000.3,16.1,0,1.3,66,55
2013,6,23,11,10,33,800,107,28.5,999.7,14,0,1,47,34
2013,6,23,12,10,33,800,107,29.7,998.9,13.9,0,1.5,47,23
2013,6,23,13,6,18,600,172,30.7,998.2,14.3,0,0.7,40,31
2013,6,23,14,6,15,600,198,30.7,997.6,13.9,0,2.4,31,29
2013,6,23,15,6,16,600,215,31.4,996.9,14.1,0,1.6,38,36
2013,6,23,16,7,25,700,254,30.9,996.6,16.1,0,1.9,52,56
2013,6,23,17,8,32,800,285,30.1,997,16.5,0,1.5,66,74
2013,6,23,18,8,33,800,270,28.6,997.4,16.5,0,1.5,70,74
2013,6,23,19,8,35,800,226,27.8,997.9,16.7,0,2.5,64,75
2013,6,23,20,7,44,800,183,27.2,998.3,16.8,0,2.2,57,65
2013,6,23,21,6,45,800,160,26.6,999.2,17.1,0,1.7,57,68
2013,6,23,22,6,46,800,138,26.1,999.1,16.9,0,1.7,65,76
2013,6,23,23,6,50,800,130,25.7,999.4,17.1,0,2.8,77,76
2013,6,24,0,6,43,800,135,25.1,999.6,16.3,0,1.9,84,82
2013,6,24,1,7,35,700,124,24.4,998.8,16.4,0,1.5,74,61
2013,6,24,2,5,31,500,109,23.6,998.7,17.3,0,1,43,28
2013,6,24,3,6,34,600,96,22.7,998.6,18,0,0.9,42,42
2013,6,24,4,6,33,600,85,22.1,998.7,18.7,0,0.8,48,51
2013,6,24,5,5,41,700,65,21.9,998.9,19.8,0,1.9,62,51
2013,6,24,6,6,47,700,56,22.5,999.5,21.1,0,1.2,57,50
2013,6,24,7,5,47,700,56,24.1,999.6,21.2,0,2.2,57,101
2013,6,24,8,14,56,2100,51,25.1,1000.1,20.4,0,0.8,218,102
