Date,Time,Temperature,DewPoint,Humidity,Wind,WinSpeed,WindGust,Pressure,Precip.,Condition
2018/5/21,7:53 AM,49,45,86,WSW,5,0,24.59,0,Partly Cloudy
2018/5/22,1:53 AM,53,39,59,WSW,10,0,24.52,0,Partly Cloudy
2018/5/22,2:53 AM,52,40,63,WSW,5,0,24.53,0,Partly Cloudy
2018/5/22,3:53 AM,50,41,71,SW,7,0,24.54,0,Partly Cloudy
2018/5/22,4:53 AM,49,42,77,WSW,7,0,24.54,0,Partly Cloudy
2018/5/22,5:53 AM,50,43,77,W,9,0,24.54,0,Mostly Cloudy
2018/5/22,6:53 AM,52,43,71,WSW,6,0,24.55,0,Mostly Cloudy
2018/5/22,7:53 AM,58,45,62,WSW,8,0,24.55,0,Mostly Cloudy
2018/5/22,8:53 AM,62,49,62,W,9,0,24.55,0,Mostly Cloudy
2018/5/23,12:53 AM,56,46,69,W,7,0,24.56,0,Partly Cloudy
2018/5/19,6:53 PM,47,41,80,NNE,15,0,24.73,0,Mostly Cloudy
2018/5/19,7:53 PM,46,40,79,N,8,0,24.75,0,Mostly Cloudy
2018/5/19,8:53 PM,45,40,82,N,8,0,24.76,0,Cloudy
2018/5/19,9:14 PM,45,40,82,NNE,8,0,24.76,0,Cloudy
2018/5/19,9:53 PM,43,40,89,NE,6,0,24.77,0,Mostly Cloudy
2018/5/19,10:48 PM,45,41,87,NNE,9,0,24.78,0,Mostly Cloudy
2018/5/19,10:53 PM,44,41,89,NE,9,0,24.78,0,Mostly Cloudy
2018/5/19,11:05 PM,44,42,93,NE,9,0,24.79,0,Mostly Cloudy
2018/5/19,11:23 PM,43,41,93,E,12,0,24.79,0,Cloudy
2018/5/20,4:53 PM,57,42,57,ENE,7,0,24.69,0,Cloudy
2018/5/20,5:53 PM,56,43,62,N,5,0,24.7,0,Mostly Cloudy
2018/5/20,6:53 PM,54,44,69,W,12,0,24.69,0,Mostly Cloudy
2018/5/20,7:53 PM,53,44,71,S,12,0,24.66,0,Mostly Cloudy
2018/5/20,8:53 PM,53,43,69,W,9,0,24.66,0,Cloudy
2018/5/20,9:53 PM,52,44,74,WSW,6,0,24.65,0,Cloudy
2018/5/20,10:53 PM,48,44,86,ESE,5,0,24.64,0,Cloudy
2018/5/20,11:53 PM,48,43,83,SE,8,0,24.62,0,Mostly Cloudy
2018/5/21,8:53 AM,54,45,72,CALM,0,0,24.59,0,Partly Cloudy
2018/5/21,9:53 AM,61,45,56,WSW,7,0,24.58,0,Partly Cloudy
2018/5/21,10:53 AM,68,45,43,W,5,0,24.58,0,Partly Cloudy
2018/5/21,11:53 AM,70,42,36,VAR,5,0,24.58,0,Partly Cloudy
2018/5/21,12:53 PM,75,42,31,VAR,5,0,24.56,0,Partly Cloudy
2018/5/21,1:53 PM,78,44,30,NE,13,17,24.55,0,Partly Cloudy
2018/5/21,2:53 PM,75,43,32,NNE,7,0,24.55,0,Mostly Cloudy
2018/5/21,3:12 PM,74,43,33,N,6,0,24.54,0,Thunder in the Vicinity
2018/5/21,3:36 PM,74,38,27,SSE,8,0,24.54,0,Mostly Cloudy
2018/5/22,9:53 AM,66,51,59,WNW,6,0,24.55,0,Mostly Cloudy
2018/5/22,10:53 AM,70,51,51,NW,10,0,24.53,0,Mostly Cloudy
2018/5/22,11:53 AM,73,48,41,NNW,7,0,24.52,0,Mostly Cloudy
2018/5/22,12:53 PM,74,46,37,CALM,0,0,24.51,0,Mostly Cloudy
2018/5/22,1:53 PM,78,46,32,SE,3,0,24.48,0,Mostly Cloudy
2018/5/22,2:53 PM,79,41,26,ENE,5,0,24.47,0,Mostly Cloudy
2018/5/22,3:53 PM,80,43,27,E,8,0,24.44,0,Mostly Cloudy
2018/5/22,4:53 PM,77,42,29,ESE,17,24,24.42,0,Mostly Cloudy
2018/5/24,12:53 AM,60,46,60,NW,12,0,24.6,0,Partly Cloudy
2018/5/23,1:53 AM,53,46,77,WSW,7,0,24.56,0,Fair
2018/5/23,2:53 AM,56,45,67,SSW,5,0,24.56,0,Partly Cloudy
2018/5/23,3:53 AM,55,45,69,CALM,0,0,24.56,0,Fair
2018/5/23,4:53 AM,52,44,74,SSW,7,0,24.58,0,Fair
2018/5/23,5:53 AM,51,44,77,SSW,6,0,24.59,0,Partly Cloudy
2018/5/23,6:53 AM,54,45,72,SW,10,0,24.59,0,Mostly Cloudy
2018/5/23,7:53 AM,60,46,60,WSW,8,0,24.6,0,Mostly Cloudy
2018/5/23,8:53 AM,64,46,52,ESE,3,0,24.6,0,Partly Cloudy
2018/5/23,9:53 AM,67,47,49,ESE,3,0,24.59,0,Partly Cloudy
2018/5/23,10:53 AM,72,48,43,NE,6,0,24.57,0,Partly Cloudy
2018/5/19,11:34 PM,43,41,93,E,10,0,24.79,0,Fog
2018/5/19,11:53 PM,42,41,96,E,9,0,24.79,0,Fog
2018/5/21,3:53 PM,76,36,23,E,6,0,24.52,0,Cloudy
2018/5/21,4:53 PM,78,33,19,ESE,7,0,24.51,0,Mostly Cloudy
2018/5/21,5:53 PM,78,34,20,SE,20,24,24.52,0,Mostly Cloudy
2018/5/21,6:53 PM,69,40,35,SE,25,37,24.53,0,Cloudy / Windy
2018/5/21,7:53 PM,66,41,40,SSE,15,0,24.54,0,Mostly Cloudy
2018/5/21,8:53 PM,64,39,40,S,15,0,24.53,0,Mostly Cloudy
2018/5/21,9:53 PM,61,40,46,S,10,0,24.54,0,Mostly Cloudy
2018/5/21,10:53 PM,59,39,48,S,9,0,24.53,0,Mostly Cloudy
2018/5/21,11:22 PM,52,40,63,E,7,0,24.54,0,Mostly Cloudy
2018/5/22,5:37 PM,77,44,31,SE,17,38,24.43,0,Mostly Cloudy
2018/5/22,5:53 PM,77,41,28,E,5,0,24.43,0,Thunder in the Vicinity
2018/5/22,6:00 PM,77,41,28,CALM,0,0,24.42,0,Mostly Cloudy
2018/5/22,6:53 PM,76,42,30,W,14,23,24.43,0,Light Rain
2018/5/22,7:53 PM,64,49,58,NW,26,35,24.47,0,Mostly Cloudy / Windy
2018/5/22,8:53 PM,62,47,58,NW,16,0,24.52,0,Mostly Cloudy
2018/5/22,9:53 PM,61,46,58,NNW,13,0,24.53,0,Mostly Cloudy
2018/5/22,10:22 PM,58,46,65,S,8,0,24.56,0,Mostly Cloudy
2018/5/22,10:53 PM,59,46,62,ENE,5,0,24.56,0,Light Rain
2018/5/22,11:53 PM,58,46,65,NNW,9,0,24.56,0,Mostly Cloudy
2018/5/24,1:53 AM,58,47,67,WNW,9,0,24.61,0,Fair
2018/5/24,2:53 AM,55,46,72,W,8,0,24.61,0,Fair
2018/5/24,3:53 AM,52,45,77,W,7,0,24.63,0,Fair
2018/5/24,4:53 AM,56,45,67,W,3,0,24.64,0,Fair
2018/5/24,5:53 AM,53,44,71,WSW,7,0,24.65,0,Fair
2018/5/24,6:53 AM,57,44,62,SW,7,0,24.67,0,Fair
2018/5/24,7:53 AM,63,44,50,W,9,0,24.68,0,Fair
2018/5/24,8:53 AM,67,46,47,W,6,0,24.67,0,Fair
2018/5/24,9:53 AM,72,45,38,CALM,0,0,24.66,0,Fair
2018/5/24,10:53 AM,75,44,33,ESE,5,0,24.66,0,Fair
2018/5/23,11:53 AM,73,48,41,ESE,5,0,24.56,0,Partly Cloudy
2018/5/23,12:53 PM,72,40,31,WNW,5,17,24.55,0,Mostly Cloudy
2018/5/23,1:11 PM,76,41,29,NNE,12,21,24.54,0,Thunder in the Vicinity
2018/5/23,1:38 PM,79,44,29,NNE,15,24,24.54,0,Mostly Cloudy
2018/5/23,1:53 PM,74,44,34,N,12,0,24.55,0,Mostly Cloudy
2018/5/23,2:53 PM,78,46,32,ENE,12,0,24.53,0,Mostly Cloudy
2018/5/23,3:53 PM,79,46,31,E,14,20,24.52,0,Mostly Cloudy
2018/5/23,4:53 PM,80,42,26,E,12,21,24.5,0,Mostly Cloudy
2018/5/23,5:53 PM,81,37,21,E,8,0,24.5,0,Mostly Cloudy
2018/5/23,6:53 PM,76,47,36,N,16,0,24.5,0,Partly Cloudy
2018/5/23,7:53 PM,71,44,38,NNE,10,0,24.52,0,Partly Cloudy
2018/5/25,12:53 AM,58,41,53,SW,9,0,24.65,0,Fair
2018/5/21,11:53 PM,51,40,66,E,6,0,24.53,0,Mostly Cloudy
2018/5/24,11:53 AM,78,38,24,CALM,0,0,24.65,0,Fair
2018/5/24,12:53 PM,82,32,16,,0,0,24.64,0,Partly Cloudy
2018/5/24,1:53 PM,82,32,16,NE,7,0,24.63,0,Partly Cloudy
2018/5/24,2:53 PM,83,33,17,NW,6,0,24.63,0,Partly Cloudy
2018/5/24,3:53 PM,82,33,17,CALM,0,0,24.61,0,Partly Cloudy
2018/5/24,4:53 PM,83,32,16,,0,0,24.61,0,Partly Cloudy
2018/5/24,5:53 PM,84,33,16,VAR,3,0,24.61,0,Mostly Cloudy
2018/5/24,5:57 PM,83,37,19,SE,16,37,24.61,0,Mostly Cloudy
2018/5/24,6:53 PM,77,41,28,SE,17,26,24.61,0,Mostly Cloudy
2018/5/24,7:53 PM,72,41,33,SE,10,0,24.63,0,Mostly Cloudy
2018/5/24,8:53 PM,67,41,39,E,8,0,24.65,0,Mostly Cloudy
2018/5/23,8:53 PM,64,46,52,N,8,0,24.54,0,Partly Cloudy
2018/5/23,9:53 PM,63,46,54,NNE,10,0,24.56,0,Partly Cloudy
2018/5/23,10:53 PM,63,46,54,N,12,0,24.57,0,Partly Cloudy
2018/5/23,11:53 PM,62,46,56,NW,12,0,24.59,0,Partly Cloudy
2018/5/26,12:53 AM,67,40,37,SSW,12,0,24.55,0,Partly Cloudy
2018/5/25,1:53 AM,55,39,55,S,12,0,24.65,0,Fair
2018/5/25,2:53 AM,62,38,41,SSW,13,0,24.65,0,Fair
2018/5/25,3:53 AM,60,39,46,SSW,12,0,24.64,0,Fair
2018/5/25,4:53 AM,57,39,51,SW,10,0,24.64,0,Fair
2018/5/25,5:53 AM,57,38,49,SW,12,0,24.64,0,Fair
2018/5/25,6:53 AM,59,40,49,SW,12,0,24.65,0,Fair
2018/5/25,7:53 AM,66,40,38,WSW,9,0,24.65,0,Fair
2018/5/25,8:53 AM,72,39,30,WSW,10,0,24.65,0,Fair
2018/5/25,9:53 AM,75,39,27,SW,3,0,24.65,0,Fair
2018/5/25,10:53 AM,80,40,24,WNW,5,0,24.64,0,Fair
2018/5/24,9:53 PM,62,39,43,E,6,0,24.65,0,Fair
2018/5/24,10:53 PM,58,39,49,SSE,8,0,24.65,0,Fair
2018/5/24,11:53 PM,59,40,49,SW,10,0,24.65,0,Fair
2018/5/26,1:53 AM,65,43,45,SSW,10,0,24.53,0,Fair
2018/5/26,2:53 AM,62,44,52,SSE,10,0,24.52,0,Fair
2018/5/26,3:53 AM,56,45,67,S,10,0,24.52,0,Fair
2018/5/26,4:53 AM,58,46,65,S,12,0,24.52,0,Fair
2018/5/26,5:53 AM,56,46,69,SSW,7,0,24.52,0,Fair
2018/5/26,6:53 AM,61,47,60,SW,8,0,24.52,0,Fair
2018/5/26,7:53 AM,67,47,49,WSW,13,0,24.54,0,Fair
2018/5/26,8:53 AM,73,41,31,WSW,9,0,24.54,0,Fair
2018/5/26,9:53 AM,78,41,27,SW,7,0,24.53,0,Fair
2018/5/26,10:53 AM,83,40,22,WNW,5,0,24.52,0,Fair
2018/5/25,11:53 AM,83,32,16,WSW,6,0,24.63,0,Fair
2018/5/25,12:53 PM,86,33,15,VAR,5,0,24.61,0,Partly Cloudy
2018/5/25,1:53 PM,87,33,15,VAR,5,0,24.6,0,Partly Cloudy
2018/5/25,2:53 PM,89,31,12,NNW,8,0,24.58,0,Partly Cloudy
2018/5/25,3:53 PM,89,31,12,VAR,6,0,24.56,0,Partly Cloudy
2018/5/25,4:14 PM,89,32,13,ENE,12,18,24.56,0,Fair
2018/5/25,4:53 PM,89,32,13,NE,14,0,24.55,0,Fair
2018/5/25,5:53 PM,87,31,13,E,9,0,24.54,0,Fair
2018/5/25,6:53 PM,84,34,17,E,13,0,24.53,0,Partly Cloudy
2018/5/25,7:53 PM,76,37,24,E,12,0,24.54,0,Fair
2018/5/27,12:53 AM,65,28,25,SE,14,0,24.43,0,Mostly Cloudy
2018/5/26,11:53 AM,86,33,15,VAR,5,0,24.5,0,Fair
2018/5/26,12:53 PM,91,32,12,N,3,0,24.47,0,Partly Cloudy
2018/5/26,1:53 PM,91,26,10,SW,6,0,24.44,0,Mostly Cloudy
2018/5/26,2:53 PM,92,26,9,ESE,13,18,24.43,0,Mostly Cloudy
2018/5/26,3:29 PM,92,24,9,E,12,22,24.41,0,Mostly Cloudy
2018/5/26,3:53 PM,91,22,8,SSE,28,35,24.41,0,Mostly Cloudy / Windy
2018/5/26,4:04 PM,90,22,8,S,22,33,24.41,0,Mostly Cloudy / Windy
2018/5/26,4:53 PM,89,26,10,S,20,0,24.4,0,Mostly Cloudy
2018/5/26,5:53 PM,87,39,18,W,13,0,24.39,0,Mostly Cloudy
2018/5/26,6:53 PM,83,43,24,W,8,0,24.4,0,Mostly Cloudy
2018/5/25,8:53 PM,68,37,32,E,9,0,24.55,0,Partly Cloudy
2018/5/25,9:53 PM,68,39,35,SE,13,0,24.56,0,Partly Cloudy
2018/5/25,10:53 PM,63,39,41,S,14,0,24.56,0,Fair
2018/5/25,11:53 PM,66,39,37,SSW,14,0,24.56,0,Fair
2018/5/27,1:53 AM,67,24,20,SSE,14,0,24.42,0,Cloudy
2018/5/27,2:53 AM,63,25,24,S,14,0,24.43,0,Mostly Cloudy
2018/5/27,3:53 AM,61,26,26,SSE,14,0,24.43,0,Mostly Cloudy
2018/5/27,4:53 AM,64,26,24,SSW,16,0,24.45,0,Mostly Cloudy
2018/5/27,5:53 AM,60,27,28,S,10,0,24.46,0,Mostly Cloudy
2018/5/27,6:53 AM,66,28,24,SSW,12,0,24.47,0,Mostly Cloudy
2018/5/27,7:53 AM,66,31,27,WNW,5,0,24.48,0,Mostly Cloudy
2018/5/27,8:53 AM,72,30,21,S,7,0,24.49,0,Partly Cloudy
2018/5/27,9:53 AM,78,31,18,NW,8,0,24.49,0,Partly Cloudy
2018/5/28,12:53 AM,59,50,72,NNW,17,0,24.58,0,Cloudy
2018/5/26,7:53 PM,82,35,18,SW,7,0,24.4,0,Mostly Cloudy
2018/5/26,8:53 PM,72,26,18,SE,10,0,24.39,0,Mostly Cloudy
2018/5/26,9:53 PM,71,29,21,S,8,0,24.42,0,Mostly Cloudy
2018/5/26,10:53 PM,76,22,13,SSW,13,0,24.42,0,Mostly Cloudy
2018/5/26,11:53 PM,73,23,15,S,16,0,24.43,0,Mostly Cloudy
2018/5/27,10:53 AM,79,41,26,N,15,0,24.49,0,Partly Cloudy
2018/5/27,11:53 AM,82,43,25,N,14,23,24.48,0,Partly Cloudy
2018/5/27,12:53 PM,82,42,24,NNE,15,0,24.46,0,Mostly Cloudy
2018/5/27,1:53 PM,86,43,22,NNW,8,0,24.43,0,Mostly Cloudy
2018/5/27,2:53 PM,84,47,27,NNE,18,28,24.42,0,Mostly Cloudy
2018/5/27,3:53 PM,86,49,28,N,18,26,24.38,0,Thunder in the Vicinity
2018/5/27,4:00 PM,86,47,26,N,16,25,24.39,0,Thunder
2018/5/27,4:16 PM,86,40,20,ESE,18,31,24.38,0,Thunder in the Vicinity
2018/5/27,4:44 PM,77,40,26,SW,17,41,24.39,0,Light Rain with Thunder
2018/5/27,4:53 PM,79,36,21,SSW,17,33,24.39,0,Light Rain with Thunder
2018/5/28,1:53 AM,59,50,72,NNW,18,28,24.59,0,Cloudy
2018/5/28,2:53 AM,58,50,75,NNW,16,0,24.59,0,Cloudy
2018/5/28,3:53 AM,57,50,77,N,14,0,24.61,0,Cloudy
2018/5/28,4:53 AM,57,50,77,N,14,0,24.61,0,Cloudy
2018/5/28,5:53 AM,57,50,77,N,12,0,24.6,0,Cloudy
2018/5/28,6:53 AM,57,51,81,NNE,10,0,24.61,0,Cloudy
2018/5/28,7:53 AM,58,50,75,NNE,5,0,24.6,0,Cloudy
2018/5/28,8:53 AM,58,50,75,WNW,7,0,24.6,0,Cloudy
2018/5/28,9:53 AM,62,51,67,N,8,0,24.59,0,Cloudy
2018/5/28,10:53 AM,63,50,63,NNE,14,0,24.58,0,Cloudy
2018/5/28,11:53 AM,61,51,70,NNE,9,0,24.59,0,Cloudy
2018/5/29,12:53 AM,56,50,80,SW,17,0,24.58,0,Cloudy
2018/5/27,4:57 PM,80,34,19,S,13,33,24.39,0,Light Rain with Thunder
2018/5/27,5:13 PM,78,37,23,S,5,0,24.4,0,Mostly Cloudy
2018/5/27,5:53 PM,83,35,18,S,9,0,24.39,0,Mostly Cloudy
2018/5/27,6:53 PM,75,43,32,NE,10,0,24.41,0,Mostly Cloudy
2018/5/27,7:45 PM,73,45,37,NE,17,25,24.42,0,Thunder in the Vicinity
2018/5/27,7:53 PM,72,45,38,NE,16,0,24.43,0,Thunder in the Vicinity
2018/5/27,8:03 PM,70,46,42,NNE,17,26,24.43,0,Mostly Cloudy
2018/5/27,8:53 PM,63,45,52,NNE,18,0,24.47,0,Partly Cloudy
2018/5/27,9:53 PM,60,45,57,NNE,17,29,24.54,0,Partly Cloudy
2018/5/27,10:53 PM,58,46,65,NNW,17,0,24.55,0,Fair
2018/5/28,12:53 PM,62,52,70,NE,10,0,24.57,0,Cloudy
2018/5/28,1:40 PM,64,53,67,VAR,3,0,24.55,0,Mostly Cloudy
2018/5/28,1:53 PM,67,53,61,VAR,6,0,24.54,0,Mostly Cloudy
2018/5/28,2:23 PM,69,53,57,VAR,5,0,24.54,0,Mostly Cloudy
2018/5/28,2:44 PM,69,52,54,VAR,7,0,24.53,0,Mostly Cloudy
2018/5/28,2:53 PM,69,52,54,N,9,0,24.53,0,Mostly Cloudy
2018/5/28,3:50 PM,64,52,64,N,12,0,24.53,0,Thunder
2018/5/28,3:53 PM,66,52,60,N,15,0,24.53,0,Thunder
2018/5/28,4:06 PM,65,52,63,NNE,5,0,24.52,0,Cloudy
2018/5/28,4:53 PM,65,52,63,WNW,16,25,24.54,0,Thunder in the Vicinity
2018/5/28,5:03 PM,64,46,52,W,26,31,24.56,0,Light Rain with Thunder
2018/5/29,1:53 AM,55,47,74,WNW,10,0,24.55,0,Cloudy
2018/5/29,2:53 AM,54,46,75,W,9,0,24.52,0,Mostly Cloudy
2018/5/29,3:53 AM,54,45,72,SW,8,0,24.51,0,Mostly Cloudy
2018/5/29,4:53 AM,50,43,77,SSE,8,0,24.52,0,Mostly Cloudy
2018/5/29,5:53 AM,47,42,83,ESE,8,0,24.52,0,Mostly Cloudy
2018/5/29,6:53 AM,51,43,74,SSE,12,0,24.52,0,Mostly Cloudy
2018/5/29,7:53 AM,59,44,58,SSE,10,0,24.52,0,Mostly Cloudy
2018/5/29,8:53 AM,64,44,48,S,9,0,24.51,0,Partly Cloudy
2018/5/29,9:53 AM,68,44,42,WSW,7,0,24.5,0,Partly Cloudy
2018/5/29,10:53 AM,70,41,35,NW,6,0,24.5,0,Partly Cloudy
2018/5/29,11:53 AM,72,38,29,VAR,6,0,24.49,0,Mostly Cloudy
2018/5/30,12:53 AM,52,45,77,S,10,0,24.54,0,Fair
2018/5/27,11:41 PM,59,48,67,NNW,21,30,24.57,0,Mostly Cloudy / Windy
2018/5/27,11:53 PM,59,48,67,NNW,22,29,24.57,0,Cloudy / Windy
2018/5/28,5:09 PM,61,44,54,W,35,44,24.57,0,Light Rain with Thunder
2018/5/28,5:20 PM,51,42,71,WNW,23,41,24.57,0.1,Light Rain with Thunder
2018/5/28,5:36 PM,53,44,71,CALM,0,0,24.57,0.1,T-Storm
2018/5/28,5:44 PM,52,46,80,SSW,5,0,24.56,0.1,Light Rain
2018/5/28,5:53 PM,55,43,64,S,18,25,24.53,0.1,Light Rain
2018/5/28,6:44 PM,60,45,57,WSW,9,0,24.5,0,Mostly Cloudy
2018/5/28,6:53 PM,60,46,60,NW,10,0,24.48,0,Cloudy
2018/5/28,7:53 PM,57,44,62,W,16,25,24.49,0,Mostly Cloudy
2018/5/28,8:53 PM,57,46,67,WNW,8,0,24.5,0,Mostly Cloudy
2018/5/28,9:28 PM,56,47,72,SW,8,0,24.53,0,Mostly Cloudy
2018/5/29,12:53 PM,75,37,25,NNW,12,0,24.48,0,Mostly Cloudy
2018/5/29,1:53 PM,77,41,28,NNW,12,16,24.47,0,Mostly Cloudy
2018/5/29,2:53 PM,76,41,29,N,13,17,24.48,0,Mostly Cloudy
2018/5/29,3:53 PM,75,40,28,N,15,23,24.49,0,Mostly Cloudy
2018/5/29,4:53 PM,74,42,32,NNE,12,0,24.49,0,Mostly Cloudy
2018/5/29,5:53 PM,75,40,28,,0,0,24.48,0,Mostly Cloudy
2018/5/29,6:53 PM,73,41,31,ENE,8,0,24.48,0,Mostly Cloudy
2018/5/29,7:53 PM,66,44,45,ENE,6,0,24.5,0,Partly Cloudy
2018/5/29,8:53 PM,60,47,62,ENE,13,0,24.52,0,Partly Cloudy
2018/5/29,9:53 PM,57,46,67,E,12,0,24.54,0,Fair
2018/5/30,1:53 AM,56,46,69,SSW,10,0,24.53,0,Fair
2018/5/30,2:53 AM,56,45,67,SSW,13,0,24.52,0,Fair
2018/5/30,3:53 AM,49,43,80,S,9,0,24.52,0,Fair
2018/5/30,4:53 AM,50,43,77,S,12,0,24.52,0,Fair
2018/5/30,5:53 AM,49,42,77,SSE,10,0,24.52,0,Fair
2018/5/30,6:53 AM,59,44,58,SSE,10,0,24.53,0,Fair
2018/5/30,7:53 AM,65,45,48,S,13,0,24.53,0,Fair
2018/5/30,8:53 AM,69,46,44,SSW,12,0,24.52,0,Fair
2018/5/30,9:53 AM,72,45,38,SW,12,0,24.51,0,Fair
2018/5/30,10:53 AM,75,42,31,W,8,0,24.5,0,Fair
2018/5/31,12:53 AM,56,45,67,SW,9,0,24.49,0,Fair
2018/5/28,9:53 PM,57,47,69,W,8,0,24.54,0,Cloudy
2018/5/28,10:30 PM,55,45,69,E,17,29,24.58,0,Cloudy
2018/5/28,10:53 PM,54,45,72,E,18,0,24.58,0,Cloudy
2018/5/28,11:53 PM,54,47,77,SSE,8,0,24.58,0,Cloudy
2018/5/29,10:53 PM,53,44,71,SE,10,0,24.54,0,Fair
2018/5/29,11:53 PM,53,45,74,SSE,10,0,24.55,0,Fair
2018/5/30,11:53 AM,79,40,25,VAR,3,0,24.49,0,Partly Cloudy
2018/5/30,12:53 PM,80,37,21,CALM,0,0,24.47,0,Partly Cloudy
2018/5/30,1:53 PM,81,37,21,VAR,5,0,24.45,0,Partly Cloudy
2018/5/30,2:53 PM,83,37,19,,0,0,24.44,0,Mostly Cloudy
2018/5/30,3:53 PM,82,36,19,CALM,0,0,24.43,0,Mostly Cloudy
2018/5/30,4:53 PM,79,38,23,ESE,13,23,24.42,0,Mostly Cloudy
2018/5/30,5:53 PM,78,37,23,SSE,12,0,24.43,0,Cloudy
2018/5/30,5:58 PM,78,37,23,SSE,9,0,24.43,0,Thunder in the Vicinity
2018/5/30,6:08 PM,77,38,24,S,7,0,24.43,0,Thunder
2018/5/30,6:21 PM,72,44,37,WNW,28,36,24.43,0,Thunder in the Vicinity
2018/5/30,6:32 PM,66,49,54,NNW,33,52,24.45,0,T-Storm / Windy
2018/5/31,1:53 AM,57,45,64,SSW,10,0,24.47,0,Fair
2018/5/31,2:53 AM,57,45,64,SSW,14,0,24.47,0,Mostly Cloudy
2018/5/31,3:53 AM,56,45,67,SW,13,0,24.47,0,Mostly Cloudy
2018/5/31,4:53 AM,58,43,58,SSW,12,0,24.48,0,Partly Cloudy
2018/5/31,5:53 AM,52,41,66,S,3,0,24.49,0,Fair
2018/5/31,6:53 AM,61,41,48,SW,9,0,24.52,0,Fair
2018/5/31,7:53 AM,67,41,39,SW,14,0,24.52,0,Fair
2018/5/31,8:53 AM,74,41,30,WSW,8,0,24.52,0,Fair
2018/5/31,9:53 AM,80,36,20,VAR,3,0,24.52,0,Fair
2018/5/31,10:53 AM,82,35,18,CALM,0,0,24.52,0,Fair
2018/5/31,11:53 AM,85,33,16,NNE,8,0,24.5,0,Fair
2018/5/30,6:42 PM,68,46,45,NNW,23,32,24.46,0,T-Storm / Windy
2018/5/30,6:53 PM,67,47,49,NNW,18,30,24.47,0,Thunder in the Vicinity
2018/5/30,6:58 PM,67,48,51,NW,22,30,24.47,0,Cloudy / Windy
2018/5/30,7:00 PM,67,48,51,NNW,25,32,24.47,0,Cloudy / Windy
2018/5/30,7:09 PM,63,49,60,N,25,33,24.47,0,T-Storm / Windy
2018/5/30,7:18 PM,60,50,69,NNE,20,33,24.45,0,Light Rain
2018/5/30,7:53 PM,60,49,67,NE,15,0,24.47,0,Mostly Cloudy
2018/5/30,8:53 PM,59,47,64,E,8,0,24.48,0,Mostly Cloudy
2018/5/30,9:53 PM,60,46,60,SW,17,22,24.53,0,Mostly Cloudy
2018/5/30,10:53 PM,61,46,58,SSE,20,0,24.51,0,Mostly Cloudy
2018/5/31,12:53 PM,87,33,15,ESE,10,0,24.49,0,Partly Cloudy
2018/5/31,1:53 PM,89,32,13,E,9,0,24.47,0,Partly Cloudy
2018/5/31,2:53 PM,91,32,12,S,9,23,24.45,0,Partly Cloudy
2018/5/31,3:53 PM,87,32,14,ESE,16,33,24.43,0,Partly Cloudy
2018/5/31,4:53 PM,90,40,17,ESE,26,38,24.42,0,Partly Cloudy / Windy
2018/5/31,5:53 PM,88,39,18,ESE,23,32,24.4,0,Partly Cloudy / Windy
2018/5/31,6:53 PM,86,33,15,SE,29,37,24.38,0,Partly Cloudy / Windy
2018/5/31,7:53 PM,81,32,17,SSE,18,0,24.38,0,Partly Cloudy
2018/5/31,8:53 PM,78,34,20,SSE,21,30,24.39,0,Partly Cloudy / Windy
2018/5/31,9:53 PM,76,34,22,SSE,24,36,24.41,0,Partly Cloudy / Windy
2018/6/2,12:53 AM,54,35,49,NE,8,0,24.67,0,Fair
2018/5/30,11:53 PM,54,45,72,N,5,0,24.51,0,Partly Cloudy
2018/5/31,10:53 PM,75,42,31,SSE,23,40,24.41,0,Fair / Windy
2018/5/31,11:53 PM,70,43,38,SSE,22,31,24.4,0,Fair / Windy
2018/6/2,1:53 AM,53,35,50,NNE,8,0,24.7,0,Fair
2018/6/2,2:53 AM,49,31,50,NE,8,0,24.71,0,Fair
2018/6/2,3:53 AM,49,28,44,E,10,0,24.72,0,Fair
2018/6/2,4:53 AM,48,27,44,ENE,9,0,24.75,0,Fair
2018/6/2,5:53 AM,45,31,58,E,10,0,24.78,0,Fair
2018/6/2,6:53 AM,52,36,54,E,12,0,24.81,0,Fair
2018/6/2,7:53 AM,57,36,45,E,12,0,24.84,0,Fair
2018/6/2,8:53 AM,60,33,36,ENE,7,0,24.84,0,Fair
2018/6/2,9:53 AM,64,31,29,VAR,7,0,24.84,0,Fair
2018/6/2,10:53 AM,66,31,27,VAR,7,18,24.82,0,Fair
2018/6/2,10:57 AM,66,32,28,VAR,5,0,24.82,0,Fair
2018/6/3,12:53 AM,55,36,49,SSE,12,0,24.81,0,Partly Cloudy
2018/6/2,11:53 AM,68,30,24,E,12,20,24.81,0,Fair
2018/6/2,12:53 PM,72,29,20,VAR,7,18,24.81,0,Fair
2018/6/2,12:55 PM,72,29,20,SSE,8,18,24.81,0,Fair
2018/6/2,1:53 PM,75,28,18,E,9,20,24.79,0,Fair
2018/6/2,2:53 PM,76,27,16,ESE,5,0,24.78,0,Fair
2018/6/2,3:53 PM,78,25,14,VAR,7,0,24.77,0,Fair
2018/6/2,4:53 PM,78,26,15,NNE,6,16,24.76,0,Fair
2018/6/2,5:25 PM,78,27,15,E,12,0,24.75,0,Fair
2018/6/2,5:53 PM,78,27,15,E,9,0,24.75,0,Fair
